"FullGeoName","Year","County","Activity","Reported.human.cases","Neuroinvasive.disease.cases","Identified.by.Blood.Donor.Screening"
"CO, Larimer",2004,8069,"Human infections and non-human activity",17,1,0
"CO, Las Animas",2004,8071,"Non-human activity",0,0,0
"CO, Logan",2004,8075,"Human infections and non-human activity",5,0,1
"CO, Mesa",2004,8077,"Human infections and non-human activity",127,20,16
"CO, Montezuma",2004,8083,"Human infections and non-human activity",4,4,0
"CO, Montrose",2004,8085,"Human infections and non-human activity",11,2,0
"CO, Morgan",2004,8087,"Human infections and non-human activity",1,0,0
"CO, Otero",2004,8089,"Non-human activity",0,0,0
"CO, Ouray",2004,8091,"Non-human activity",0,0,0
"CO, Park",2004,8093,"Human infections",1,0,0
"CO, Phillips",2004,8095,"Human infections",2,0,0
"CO, Pitkin",2004,8097,"Non-human activity",0,0,0
"CO, Prowers",2004,8099,"Human infections",3,0,2
"CO, Pueblo",2004,8101,"Human infections and non-human activity",4,0,0
"CO, Rio Blanco",2004,8103,"Human infections",1,0,0
"CO, Routt",2004,8107,"Non-human activity",0,0,0
"CO, Saguache",2004,8109,"Non-human activity",0,0,0
"CO, Sedgwick",2004,8115,"Human infections",1,0,0
"CO, Weld",2004,8123,"Human infections and non-human activity",8,3,0
"CT, Fairfield",2004,9001,"Human infections and non-human activity",1,0,0
"CT, Hartford",2004,9003,"Non-human activity",0,0,0
"CT, Litchfield",2004,9005,"Non-human activity",0,0,0
"CT, New Haven",2004,9009,"Non-human activity",0,0,0
"CT, Tolland",2004,9013,"Non-human activity",0,0,0
"CT, Windham",2004,9015,"Non-human activity",0,0,0
"DE, Kent",2004,10001,"Human infections and non-human activity",0,0,1
"DE, New Castle",2004,10003,"Non-human activity",0,0,0
"DE, Sussex",2004,10005,"Non-human activity",0,0,0
"DC, Washington",2004,11001,"Human infections and non-human activity",2,1,0
"FL, Alachua",2004,12001,"Non-human activity",0,0,0
"FL, Bay",2004,12005,"Non-human activity",0,0,0
"FL, Brevard",2004,12009,"Human infections and non-human activity",4,2,0
"FL, Broward",2004,12011,"Human infections and non-human activity",2,2,0
"FL, Charlotte",2004,12015,"Non-human activity",0,0,0
"FL, Collier",2004,12021,"Non-human activity",0,0,0
"FL, Duval",2004,12031,"Human infections and non-human activity",7,7,0
"FL, Gadsden",2004,12039,"Human infections",1,1,0
"FL, Hendry",2004,12051,"Non-human activity",0,0,0
"FL, Hillsborough",2004,12057,"Human infections and non-human activity",3,3,0
"FL, Holmes",2004,12059,"Non-human activity",0,0,0
"FL, Indian River",2004,12061,"Non-human activity",0,0,0
"FL, Jefferson",2004,12065,"Non-human activity",0,0,0
"FL, Lee",2004,12071,"Non-human activity",0,0,0
"FL, Madison",2004,12079,"Non-human activity",0,0,0
"FL, Manatee",2004,12081,"Non-human activity",0,0,0
"FL, Marion",2004,12083,"Non-human activity",0,0,0
"FL, Martin",2004,12085,"Non-human activity",0,0,0
"FL, Miami-Dade",2004,12086,"Human infections and non-human activity",21,16,3
"FL, Nassau",2004,12089,"Non-human activity",0,0,0
"FL, Orange",2004,12095,"Non-human activity",0,0,0
"FL, Osceola",2004,12097,"Non-human activity",0,0,0
"FL, Palm Beach",2004,12099,"Non-human activity",0,0,0
"FL, Pasco",2004,12101,"Non-human activity",0,0,0
"FL, Pinellas",2004,12103,"Non-human activity",0,0,0
"FL, Polk",2004,12105,"Non-human activity",0,0,0
"FL, Putnam",2004,12107,"Non-human activity",0,0,0
"FL, St Johns",2004,12109,"Non-human activity",0,0,0
"FL, St Lucie",2004,12111,"Non-human activity",0,0,0
"FL, Sarasota",2004,12115,"Human infections and non-human activity",3,2,0
"FL, Seminole",2004,12117,"Non-human activity",0,0,0
"FL, Volusia",2004,12127,"Non-human activity",0,0,0
"FL, Walton",2004,12131,"Non-human activity",0,0,0
"GA, Barrow",2004,13013,"Non-human activity",0,0,0
"GA, Bibb",2004,13021,"Non-human activity",0,0,0
"GA, Butts",2004,13035,"Non-human activity",0,0,0
"GA, Carroll",2004,13045,"Non-human activity",0,0,0
"GA, Chatham",2004,13051,"Human infections and non-human activity",1,1,0
"GA, Chattahoochee",2004,13053,"Non-human activity",0,0,0
"GA, Clarke",2004,13059,"Non-human activity",0,0,0
"GA, Clayton",2004,13063,"Human infections and non-human activity",3,2,0
"GA, Cobb",2004,13067,"Human infections and non-human activity",2,1,0
"GA, De Kalb",2004,13089,"Human infections and non-human activity",1,0,0
"GA, Dooly",2004,13093,"Non-human activity",0,0,0
"GA, Douglas",2004,13097,"Non-human activity",0,0,0
"GA, Fulton",2004,13121,"Human infections and non-human activity",8,6,2
"GA, Glynn",2004,13127,"Non-human activity",0,0,0
"GA, Gwinnett",2004,13135,"Human infections and non-human activity",1,0,1
"GA, Haralson",2004,13143,"Non-human activity",0,0,0
"GA, Henry",2004,13151,"Non-human activity",0,0,0
"GA, Houston",2004,13153,"Non-human activity",0,0,0
"GA, Lowndes",2004,13185,"Human infections",1,1,0
"GA, Morgan",2004,13211,"Non-human activity",0,0,0
"GA, Muscogee",2004,13215,"Human infections and non-human activity",2,1,1
"GA, Newton",2004,13217,"Non-human activity",0,0,0
"GA, Paulding",2004,13223,"Non-human activity",0,0,0
"GA, Peach",2004,13225,"Non-human activity",0,0,0
"GA, Pulaski",2004,13235,"Non-human activity",0,0,0
"GA, Richmond",2004,13245,"Human infections and non-human activity",2,2,0
"GA, Troup",2004,13285,"Non-human activity",0,0,0
"GA, Upson",2004,13293,"Non-human activity",0,0,0
"GA, Ware",2004,13299,"Non-human activity",0,0,0
"GA, Wayne",2004,13305,"Non-human activity",0,0,0
"ID, Ada",2004,16001,"Human infections and non-human activity",1,1,0
"ID, Bingham",2004,16011,"Non-human activity",0,0,0
"ID, Canyon",2004,16027,"Non-human activity",0,0,0
"ID, Elmore",2004,16039,"Human infections and non-human activity",1,0,0
"ID, Gem",2004,16045,"Non-human activity",0,0,0
"ID, Gooding",2004,16047,"Human infections and non-human activity",1,0,0
"ID, Jerome",2004,16053,"Non-human activity",0,0,0
"ID, Owyhee",2004,16073,"Non-human activity",0,0,0
"ID, Payette",2004,16075,"Non-human activity",0,0,0
"ID, Twin Falls",2004,16083,"Non-human activity",0,0,0
"ID, Washington",2004,16087,"Non-human activity",0,0,0
"IL, Adams",2004,17001,"Human infections and non-human activity",1,0,0
"IL, Bond",2004,17005,"Human infections",1,0,0
"IL, Boone",2004,17007,"Human infections and non-human activity",1,1,0
"IL, Bureau",2004,17011,"Non-human activity",0,0,0
"IL, Calhoun",2004,17013,"Non-human activity",0,0,0
"IL, Cass",2004,17017,"Non-human activity",0,0,0
"IL, Champaign",2004,17019,"Non-human activity",0,0,0
"IL, Clay",2004,17025,"Non-human activity",0,0,0
"IL, Clinton",2004,17027,"Human infections and non-human activity",2,1,0
"IL, Cook",2004,17031,"Human infections and non-human activity",23,13,1
"IL, De Kalb",2004,17037,"Non-human activity",0,0,0
"IL, Du Page",2004,17043,"Human infections and non-human activity",5,4,0
"IL, Fayette",2004,17051,"Non-human activity",0,0,0
"IL, Ford",2004,17053,"Human infections",1,0,0
"IL, Fulton",2004,17057,"Human infections and non-human activity",1,0,0
"IL, Greene",2004,17061,"Non-human activity",0,0,0
"IL, Grundy",2004,17063,"Non-human activity",0,0,0
"IL, Hancock",2004,17067,"Human infections and non-human activity",1,1,0
"IL, Henderson",2004,17071,"Non-human activity",0,0,0
"IL, Henry",2004,17073,"Non-human activity",0,0,0
"IL, Iroquois",2004,17075,"Non-human activity",0,0,0
"IL, Jackson",2004,17077,"Human infections and non-human activity",1,0,0
"IL, Jefferson",2004,17081,"Human infections",1,0,0
"IL, Jersey",2004,17083,"Non-human activity",0,0,0
"IL, Jo Daviess",2004,17085,"Human infections and non-human activity",1,0,0
"IL, Kane",2004,17089,"Human infections and non-human activity",2,0,0
"IL, Kankakee",2004,17091,"Human infections and non-human activity",1,1,0
"IL, Kendall",2004,17093,"Human infections and non-human activity",1,1,0
"IL, Knox",2004,17095,"Non-human activity",0,0,0
"IL, Lake",2004,17097,"Non-human activity",0,0,0
"IL, La Salle",2004,17099,"Human infections and non-human activity",5,1,0
"IL, Lee",2004,17103,"Non-human activity",0,0,0
"IL, Logan",2004,17107,"Non-human activity",0,0,0
"IL, Mcdonough",2004,17109,"Non-human activity",0,0,0
"IL, Mchenry",2004,17111,"Non-human activity",0,0,0
"IL, Mclean",2004,17113,"Human infections and non-human activity",1,0,0
"IL, Macon",2004,17115,"Non-human activity",0,0,0
"IL, Macoupin",2004,17117,"Non-human activity",0,0,0
"IL, Madison",2004,17119,"Non-human activity",0,0,0
"IL, Marion",2004,17121,"Non-human activity",0,0,0
"IL, Mason",2004,17125,"Non-human activity",0,0,0
"IL, Menard",2004,17129,"Non-human activity",0,0,0
"IL, Mercer",2004,17131,"Non-human activity",0,0,0
"IL, Montgomery",2004,17135,"Non-human activity",0,0,0
"IL, Ogle",2004,17141,"Non-human activity",0,0,0
"IL, Peoria",2004,17143,"Non-human activity",0,0,0
"IL, Pike",2004,17149,"Non-human activity",0,0,0
"IL, Rock Island",2004,17161,"Human infections and non-human activity",1,1,0
"IL, St Clair",2004,17163,"Human infections and non-human activity",3,3,0
"IL, Saline",2004,17165,"Non-human activity",0,0,0
"IL, Sangamon",2004,17167,"Human infections and non-human activity",3,1,0
"IL, Schuyler",2004,17169,"Non-human activity",0,0,0
"IL, Stephenson",2004,17177,"Non-human activity",0,0,0
"IL, Tazewell",2004,17179,"Non-human activity",0,0,0
"IL, Vermilion",2004,17183,"Non-human activity",0,0,0
"IL, Wabash",2004,17185,"Human infections",1,0,0
"IL, Warren",2004,17187,"Non-human activity",0,0,0
"IL, Washington",2004,17189,"Non-human activity",0,0,0
"IL, Wayne",2004,17191,"Non-human activity",0,0,0
"IL, Whiteside",2004,17195,"Non-human activity",0,0,0
"IL, Will",2004,17197,"Human infections and non-human activity",3,1,0
"IL, Williamson",2004,17199,"Non-human activity",0,0,0
"IL, Winnebago",2004,17201,"Non-human activity",0,0,0
"IL, Woodford",2004,17203,"Non-human activity",0,0,0
"IN, Allen",2004,18003,"Human infections and non-human activity",1,0,0
"IN, Bartholomew",2004,18005,"Non-human activity",0,0,0
"IN, Benton",2004,18007,"Human infections",1,1,0
"IN, Boone",2004,18011,"Non-human activity",0,0,0
"IN, Carroll",2004,18015,"Non-human activity",0,0,0
"IN, Clark",2004,18019,"Non-human activity",0,0,0
"IN, Crawford",2004,18025,"Non-human activity",0,0,0
"IN, De Kalb",2004,18033,"Non-human activity",0,0,0
"IN, Delaware",2004,18035,"Non-human activity",0,0,0
"IN, Dubois",2004,18037,"Non-human activity",0,0,0
"IN, Elkhart",2004,18039,"Human infections and non-human activity",1,0,0
"IN, Fayette",2004,18041,"Non-human activity",0,0,0
"IN, Floyd",2004,18043,"Non-human activity",0,0,0
"IN, Fountain",2004,18045,"Non-human activity",0,0,0
"IN, Gibson",2004,18051,"Non-human activity",0,0,0
"IN, Grant",2004,18053,"Non-human activity",0,0,0
"IN, Hamilton",2004,18057,"Non-human activity",0,0,0
"IN, Hancock",2004,18059,"Human infections",1,1,0
"IN, Harrison",2004,18061,"Non-human activity",0,0,0
"IN, Hendricks",2004,18063,"Non-human activity",0,0,0
"IN, Henry",2004,18065,"Non-human activity",0,0,0
"IN, Huntington",2004,18069,"Non-human activity",0,0,0
"IN, Jackson",2004,18071,"Non-human activity",0,0,0
"IN, Jasper",2004,18073,"Non-human activity",0,0,0
"IN, Jay",2004,18075,"Non-human activity",0,0,0
"IN, Jennings",2004,18079,"Non-human activity",0,0,0
"IN, Knox",2004,18083,"Non-human activity",0,0,0
"IN, Kosciusko",2004,18085,"Non-human activity",0,0,0
"IN, La Grange",2004,18087,"Non-human activity",0,0,0
"IN, Lake",2004,18089,"Human infections and non-human activity",4,3,0
"IN, La Porte",2004,18091,"Non-human activity",0,0,0
"IN, Lawrence",2004,18093,"Non-human activity",0,0,0
"IN, Madison",2004,18095,"Non-human activity",0,0,0
"IN, Marion",2004,18097,"Human infections and non-human activity",1,0,1
"IN, Marshall",2004,18099,"Non-human activity",0,0,0
"IN, Montgomery",2004,18107,"Human infections",1,1,0
"IN, Morgan",2004,18109,"Non-human activity",0,0,0
"IN, Newton",2004,18111,"Non-human activity",0,0,0
"IN, Noble",2004,18113,"Human infections",1,0,0
"IN, Ohio",2004,18115,"Non-human activity",0,0,0
"IN, Perry",2004,18123,"Non-human activity",0,0,0
"IN, Porter",2004,18127,"Human infections and non-human activity",1,1,0
"IN, Posey",2004,18129,"Non-human activity",0,0,0
"IN, Pulaski",2004,18131,"Non-human activity",0,0,0
"IN, Randolph",2004,18135,"Non-human activity",0,0,0
"IN, Ripley",2004,18137,"Non-human activity",0,0,0
"IN, Rush",2004,18139,"Non-human activity",0,0,0
"IN, St Joseph",2004,18141,"Non-human activity",0,0,0
"IN, Scott",2004,18143,"Non-human activity",0,0,0
"IN, Spencer",2004,18147,"Non-human activity",0,0,0
"IN, Steuben",2004,18151,"Non-human activity",0,0,0
"IN, Tippecanoe",2004,18157,"Non-human activity",0,0,0
"IN, Tipton",2004,18159,"Non-human activity",0,0,0
"IN, Vanderburgh",2004,18163,"Human infections and non-human activity",1,1,0
"IN, Vigo",2004,18167,"Non-human activity",0,0,0
"IN, Warrick",2004,18173,"Non-human activity",0,0,0
"IN, Washington",2004,18175,"Non-human activity",0,0,0
"IN, Wayne",2004,18177,"Non-human activity",0,0,0
"IN, Wells",2004,18179,"Non-human activity",0,0,0
"IN, White",2004,18181,"Non-human activity",0,0,0
"IA, Adair",2004,19001,"Non-human activity",0,0,0
"IA, Audubon",2004,19009,"Non-human activity",0,0,0
"IA, Black Hawk",2004,19013,"Human infections and non-human activity",1,0,0
"IA, Bremer",2004,19017,"Non-human activity",0,0,0
"IA, Buchanan",2004,19019,"Non-human activity",0,0,0
"IA, Buena Vista",2004,19021,"Non-human activity",0,0,0
"IA, Carroll",2004,19027,"Non-human activity",0,0,0
"IA, Cedar",2004,19031,"Non-human activity",0,0,0
"IA, Cerro Gordo",2004,19033,"Human infections and non-human activity",1,1,0
"IA, Cherokee",2004,19035,"Human infections",1,0,0
"IA, Chickasaw",2004,19037,"Human infections and non-human activity",1,0,0
"IA, Clay",2004,19041,"Non-human activity",0,0,0
"IA, Clinton",2004,19045,"Human infections and non-human activity",1,1,0
"IA, Crawford",2004,19047,"Human infections",1,1,0
"IA, Dallas",2004,19049,"Human infections and non-human activity",0,0,1
"IA, Des Moines",2004,19057,"Non-human activity",0,0,0
"IA, Dickinson",2004,19059,"Non-human activity",0,0,0
"IA, Emmet",2004,19063,"Human infections and non-human activity",1,1,0
"IA, Floyd",2004,19067,"Human infections",1,0,0
"IA, Greene",2004,19073,"Non-human activity",0,0,0
"IA, Grundy",2004,19075,"Non-human activity",0,0,0
"IA, Hamilton",2004,19079,"Non-human activity",0,0,0
"IA, Hancock",2004,19081,"Non-human activity",0,0,0
"IA, Hardin",2004,19083,"Human infections",1,1,0
"IA, Henry",2004,19087,"Non-human activity",0,0,0
"IA, Howard",2004,19089,"Non-human activity",0,0,0
"IA, Iowa",2004,19095,"Non-human activity",0,0,0
"IA, Jackson",2004,19097,"Human infections",1,1,0
"IA, Jasper",2004,19099,"Non-human activity",0,0,0
"IA, Johnson",2004,19103,"Human infections and non-human activity",1,0,0
"IA, Jones",2004,19105,"Non-human activity",0,0,0
"IA, Lee",2004,19111,"Non-human activity",0,0,0
"IA, Linn",2004,19113,"Non-human activity",0,0,0
"IA, Louisa",2004,19115,"Non-human activity",0,0,0
"IA, Marion",2004,19125,"Human infections",0,0,1
"IA, Marshall",2004,19127,"Non-human activity",0,0,0
"IA, Monroe",2004,19135,"Human infections",1,0,0
"IA, Montgomery",2004,19137,"Non-human activity",0,0,0
"IA, Muscatine",2004,19139,"Human infections",1,1,0
"IA, O Brien",2004,19141,"Human infections",1,0,0
"IA, Page",2004,19145,"Non-human activity",0,0,0
"IA, Palo Alto",2004,19147,"Non-human activity",0,0,0
"IA, Plymouth",2004,19149,"Human infections and non-human activity",2,0,0
"IA, Pocahontas",2004,19151,"Non-human activity",0,0,0
"IA, Polk",2004,19153,"Human infections and non-human activity",1,1,1
"IA, Pottawattamie",2004,19155,"Human infections and non-human activity",1,1,0
"IA, Ringgold",2004,19159,"Non-human activity",0,0,0
"IA, Scott",2004,19163,"Non-human activity",0,0,0
"IA, Shelby",2004,19165,"Human infections",2,1,0
"IA, Sioux",2004,19167,"Non-human activity",0,0,0
"IA, Story",2004,19169,"Human infections and non-human activity",1,1,0
"IA, Wapello",2004,19179,"Non-human activity",0,0,0
"IA, Warren",2004,19181,"Non-human activity",0,0,0
"IA, Webster",2004,19187,"Non-human activity",0,0,0
"IA, Winnebago",2004,19189,"Human infections",1,1,0
"IA, Winneshiek",2004,19191,"Non-human activity",0,0,0
"IA, Woodbury",2004,19193,"Human infections and non-human activity",0,0,1
"IA, Wright",2004,19197,"Human infections and non-human activity",1,1,0
"KS, Atchison",2004,20005,"Non-human activity",0,0,0
"KS, Barton",2004,20009,"Human infections and non-human activity",6,3,0
"KS, Bourbon",2004,20011,"Non-human activity",0,0,0
"KS, Butler",2004,20015,"Human infections and non-human activity",1,0,0
"KS, Chase",2004,20017,"Non-human activity",0,0,0
"KS, Clay",2004,20027,"Human infections and non-human activity",1,0,0
"KS, Cowley",2004,20035,"Non-human activity",0,0,0
"KS, Dickinson",2004,20041,"Non-human activity",0,0,0
"KS, Douglas",2004,20045,"Non-human activity",0,0,0
"KS, Edwards",2004,20047,"Non-human activity",0,0,0
"KS, Ellis",2004,20051,"Human infections and non-human activity",1,1,0
"KS, Ellsworth",2004,20053,"Human infections",1,1,0
"KS, Finney",2004,20055,"Non-human activity",0,0,0
"KS, Franklin",2004,20059,"Human infections and non-human activity",0,0,1
"KS, Geary",2004,20061,"Human infections",1,0,0
"KS, Graham",2004,20065,"Human infections and non-human activity",0,0,1
"KS, Gray",2004,20069,"Human infections",1,1,0
"KS, Harper",2004,20077,"Human infections and non-human activity",1,1,0
"KS, Harvey",2004,20079,"Non-human activity",0,0,0
"KS, Haskell",2004,20081,"Human infections",1,1,0
"KS, Jackson",2004,20085,"Human infections",1,1,0
"KS, Johnson",2004,20091,"Human infections and non-human activity",5,3,0
"KS, Kearny",2004,20093,"Non-human activity",0,0,0
"KS, Kingman",2004,20095,"Non-human activity",0,0,0
"KS, Labette",2004,20099,"Non-human activity",0,0,0
"KS, Lane",2004,20101,"Human infections",1,0,0
"KS, Lincoln",2004,20105,"Human infections and non-human activity",1,1,0
"KS, Linn",2004,20107,"Non-human activity",0,0,0
"KS, Lyon",2004,20111,"Non-human activity",0,0,0
"KS, Mcpherson",2004,20113,"Non-human activity",0,0,0
"KS, Marshall",2004,20117,"Non-human activity",0,0,0
"KS, Meade",2004,20119,"Non-human activity",0,0,0
"KS, Mitchell",2004,20123,"Non-human activity",0,0,0
"KS, Montgomery",2004,20125,"Non-human activity",0,0,0
"KS, Morris",2004,20127,"Human infections",1,0,0
"KS, Osage",2004,20139,"Non-human activity",0,0,0
"KS, Osborne",2004,20141,"Non-human activity",0,0,0
"KS, Pawnee",2004,20145,"Human infections",1,0,0
